ProjectId,FMSID,Benchmark (Y/N),DivisionName,UnitName,ProjectDescription,Scope,WebScope,Borough,ClientAgencyCode,Sponsor,PhaseName,ProjectType,Priority,DesignContractType,ConstructionContractType,SourceSystem,MultipleFMSIds,BenchmarkStatus,DesignFiscalYear,ConstructionFiscalYear,CreatedDate,ManageAgency
HWS2016M,HWS2016M,Y,Infrastructure,MANHATTAN & CITYWIDE,PRIOR NOTICE SIDEWALKS - MANHATTAN,PRIOR NOTICE SIDEWALKS - MANHATTAN,PRIOR NOTICE SIDEWALKS - MANHATTAN,Manhattan,,Transportation,Construction 0-25%,Sidewalks,Critical,In-House,Requirements TO,PIMS,FALSE,,2016,2017,,DDC
HWS2016Q1,HWS2016Q1,Y,Infrastructure,S. QUEENS,PRIOR NOTICE SIDEWALKS - QUEENS,PRIOR NOTICE SIDEWALKS - QUEENS,"INSTALLATION OF SIDEWALKS, ADJACENT CURBS AND PEDESTRIAN RAMPS AS NECESSARY IN VARIOUS LOCATIONS - BOROUGH OF QUEENS",Queens,,Transportation,Construction 0-25%,New Construction,Critical,In-House,,PIMS,FALSE,,2016,2017,,DDC
HWS2016Q2,HWS2016Q2,Y,Infrastructure,S. QUEENS,PRIOR NOTICE SIDEWALKS - QUEENS,PRIOR NOTICE SIDEWALKS - BOROUGH OF QUEENS,PRIOR NOTICE SIDEWALKS - QUEENS,Queens,,Transportation,Construction 0-25%,New Construction,Critical,,,PIMS,FALSE,,2016,2017,,DDC
HWS2016R1,HWS2016R1,Y,Infrastructure,STATEN ISLAND,PRIOR NOTICE SIDEWALKS- STATEN ISLAND,PRIOR NOTICE SIDEWALKS- STATEN ISLAND,PRIOR NOTICE SIDEWALKS- STATEN ISLAND,Staten Is.,,Transportation,Construction 0-25%,Sidewalks,Standard,In-House,Requirements TO,PIMS,FALSE,,2016,2017,,DDC
HWS2016R2,HWS2016R2,Y,Infrastructure,STATEN ISLAND,PRIOR NOTICE SIDEWALKS- STATEN ISLAND,PRIOR NOTICE SIDEWALKS- STATEN ISLAND,PRIOR NOTICE SIDEWALKS- STATEN ISLAND,Staten Is.,,Transportation,Construction 0-25%,Sidewalks,Standard,In-House,Requirements TO,PIMS,FALSE,,2016,2017,,DDC
HWS2016X,HWS2016X,Y,Infrastructure,BRONX & N. QUEENS,PRIOR NOTICE SIDEWALKS - BRONX,PRIOR NOTICE SIDEWALKS - BRONX,PRIOR NOTICE SIDEWALKS - BRONX,Bronx,,Transportation,Construction 0-25%,New Construction,Critical,,,PIMS,FALSE,,,,,DDC
HWS2016XM,HWS2016XM,Y,Infrastructure,MANHATTAN & CITYWIDE,PRIOR NOTICE SIDEWALKS-BRONX & MANHATTAN,PRIOR NOTICE SIDEWALKS - BRONX & MANHATTAN,PRIOR NOTICE SIDEWALKS - BRONX & MANHATTAN,Citywide,,Transportation,Construction 0-25%,Sidewalks,Critical,In-House,Requirements TO,PIMS,FALSE,,2016,2017,,DDC
HWS2017M,HWS2017M,Y,Infrastructure,MANHATTAN & CITYWIDE,PRIOR NOTICE SIDEWALKS FY17 - MANHATTAN,PRIOR NOTICE SIDEWALKS FY17 - MANHATTAN,PRIOR NOTICE SIDEWALKS - MANHATTAN,Manhattan,,Transportation,Construction Procurement,Sidewalks,Critical,In-House,Requirements TO,PIMS,FALSE,,2017,2017,,DDC
HWS2017Q1,HWS2017Q1,Y,Infrastructure,S. QUEENS,PRIOR NOTICE SIDEWALKS FY17 - QUEENS1,PRIOR NOTICE SIDEWALKS - QUEENS1,Replacement of Sidewalks that have violations where property owners received prior notice. Borough of Queens.,Queens,,Transportation,Construction 0-25%,Sidewalks,Standard,In-House,Requirements TO,PIMS,FALSE,,,,,DDC
HWS2017Q2,HWS2017Q2,Y,Infrastructure,S. QUEENS,PRIOR NOTICE SIDEWALKS FY17 - QUEENS2,PRIOR NOTICE SIDEWALKS FY17 - QUEENS2,Replacement of Sidewalk that have violations where property owners received prior notice.,Queens,,Transportation,Construction Procurement,Sidewalks,Critical,,,PIMS,FALSE,,,,,DDC
HWS2017X,HWS2017X,Y,Infrastructure,BRONX & N. QUEENS,PRIOR NOTICE SIDEWALKS FY17 - BRONX,PRIOR NOTICE SIDEWALKS FY17 - BRONX,PRIOR NOTICE SIDEWALKS FY17 - BRONX,Bronx,,Transportation,,Sidewalks,Critical,,,PIMS,FALSE,,,,,DDC
HWS2018M,HWS2018M,Y,Infrastructure,MANHATTAN & CITYWIDE,PRIOR NOTICE SIDEWALKS FY18 MANHATTAN,PRIOR NOTICE SIDEWALKS - MANHATTAN,PRIOR NOTICE SIDEWALKS - MANHATTAN,Manhattan,,Transportation,Final Design,Sidewalks,Critical,In-House,Requirements TO,PIMS,FALSE,,2017,2018,,DDC
HWS2018Q1,HWS2018Q1,Y,Infrastructure,S. QUEENS,PRIOR NOTICE SIDEWALKS FY18 QUEENS,PRIOR NOTICE SIDEWALKS - QUEENS,"INSTALLATON OF SIDEWALKS, ADJACENT CURBS AND PEDESTRIAN RAMPS AS NECESSARY IN VARIOUS LOCATIONS ~ BOROUGH OF QUEENS",Queens,,Transportation,Construction Procurement,Sidewalks,Critical,In-House,,PIMS,FALSE,,,,,DDC
HWS2018Q2,HWS2018Q2,Y,Infrastructure,S. QUEENS,PRIOR NOTICE SIDEWALKS FY18 QUEENS,PRIOR NOTICE SIDEWALKS - QUEENS,"INSTALLATION OF SIDEWALKS, ADJACENT CURBS AND RAMPS AS NECESSARY IN VARIOUS LOCATIONS ~ BOROUGH OF QUEENS",Queens,,Transportation,Construction Procurement,Sidewalks,Critical,In-House,Requirements TO,PIMS,FALSE,,,,,DDC
HWS2018X,HWS2018X,Y,Infrastructure,BRONX & N. QUEENS,PRIOR NOTICE SIDEWALKS FY18 BRONX,PRIOR NOTICE SIDEWALKS - BRONX,PRIOR NOTICE SIDEWALKS - BRONX,Bronx,,Transportation,Final Design,Sidewalks,Standard,DDC Managed Consultant,,PIMS,FALSE,,,,,DDC
HWSRT2009,HWSRT2009,Y,Infrastructure,BRONX & N. QUEENS,SAFE ROUTES TO TRANSIT,"The intent of this project is to install sidewalk extensions (bus bulbs) to the inner travel lane of streets under elevated transit lines.  These extensions will be located at existing bus stops and will eliminate mid-roadway bus loading.


1) White Plains Rd at Allerton Ave (CB 11)
2) White Plains Rd at 219 Street (12)


31st St at Broadway, Queens (No FTA Funding). Location removed and incorporated into School Safety project HWCSCH3B-3. To be bid under HWPEDSF1 with two additional Queens locations.",Installation of sidewalk extensions (bus bulbs) to the inner travel lane of streets under elevated transit lines. These extensions will be at existing bus stops at 2 locations and will eliminate mid-roadway bus loading.,Bronx,,Transportation,Substantial Completion,Street Reconstruction,Standard,Requirements TO,Requirements TO,PIMS,FALSE,,2009,2014,,DDC
HWSRT200A,HWSRT200A,Y,Infrastructure,BRONX & N. QUEENS,SAFE ROUTES TO TRANSIT FTA-NF,"The intent of this project is to install sidewalk extensions (bus bulbs) to the inner travel lane of streets under elevated transit lines.  These extensions will be located at existing bus stops and will eliminate mid-roadway bus loading.

FTA Funded Locations:

1) Westchester Ave at Middletown Rd (CB # 10)
2) Westchester Ave at Castle Hill (CB # 9 & 10)
3) Westchester Ave at Zerega (CB # 10) (TA WORKING AT SITE)
4) Westchester Ave at St Lawrence Ave (CB # 9)

Westchester Ave at Buhre/Edison Aves (CB # 10) (REMOVED - FUNDING SHORTAGE)",Installation of sidewalk extensions (bus bulbs) to the inner travel lane of streets under elevated transit lines. These extensions will be at existing bus stops at 4 locations and will eliminate mid-roadway bus loading.,Bronx,,Transportation,Substantial Completion,Street Reconstruction,Standard,Requirements TO,Requirements TO,PIMS,FALSE,,,2014,,DDC
HWSRT200B,HWSRT200B,Y,Infrastructure,BRONX & N. QUEENS,SAFE ROUTES TO TRANSIT - CMAQ X501.85,"The intent of this project is to install sidewalk extensions (bus bulbs) to the inner travel lane of streets under elevated transit lines.  These extensions will be located at existing bus stops and will eliminate mid-roadway bus loading

CMAQ Funded Locations:

1) Broadway and 231st St (CB # 8)
2) Broadway and 238tht St (CB # 8)

3) Broadway at w242nd St (CB # 8) (Loc. # 3 removed per DOT e-mail)",Installation of sidewalk extensions (bus bulbs) to the inner travel lane of streets under elevated transit lines. These extensions will be at existing bus stops at 2 locations and will eliminate mid-roadway bus loading.,Bronx,,Transportation,Substantial Completion,Street Reconstruction,Standard,Requirements TO,Requirements TO,PIMS,FALSE,,,2014,,DDC
HWSRT200C,HWSRT200C,Y,Infrastructure,BRONX & N. QUEENS,SAFE ROUTES TO TRANSIT FTA-NF   X767.03,"The intent of this project is to install sidewalk extensions (bus bulbs) to the inner travel lane of streets under elevated transit lines.  These extensions will be located at existing bus stops and will eliminate mid-roadway bus loading.

1) Westchester Ave at Simpson Street (CB 2)
2) Westchester ave at Elder Ave (CB 9)
3) Westchester Ave at Morrison Ave (CB 9)
4) White Plains Rd at 233 Street (CB 12)
5) White Plains Rd at Nereid Ave (CB 12)
6) White Plains Rd at 241 Street (CB 12)
7) Jerome Ave at E 183rd Street (CB 5)
8) Jerome Ave at E 176th Street (CB 5)
9) Jerome Ave at Kingsbridge Ave (CB 7)
10) Jerome Ave at Bainbridge Ave (CB 7)",Installation of sidewalk extensions (bus bulbs) to the inner travel lane of streets under elevated transit lines. These extensions will be at existing bus stops at 10 locations and will eliminate mid-roadway bus loading.,Bronx,,Transportation,Substantial Completion,Street Reconstruction,Standard,Requirements TO,Requirements TO,PIMS,FALSE,,,2015,,DDC
HWSRT200D,HWSRT200D,Y,Infrastructure,BROOKLYN,SAFE ROUTES TO TRANSIT -86TH ST,"Safe Routes to Transit – 86th St Brooklyn
The project will also include reconstruction of new bus pads, high-visibility crosswalks, relocation of existing manholes and utilities, ADA-compliant designs, and installation of City Benches and pedestrian wayfinding signs. The scope of the project will also include a trench restoration with full street reconstruction on 20th Ave from 86th Street to Bath Ave.","Safe Routes to Transit – Safety improvements along 86th Street and on 20th Ave from 86th Street to Bath Ave, Brooklyn.",Brooklyn,,Transportation,Pre-Preliminary Design,Street Reconstruction,Critical,Requirements TO,Requirements TO,PIMS,FALSE,,2019,2021,,DDC
HWTRK1,HWTRK1,Y,Infrastructure,BROOKLYN,TRENCH RESTORATION BROOKLYN,"Trench Restoration in The Borough Of Brooklyn including Full Street Reconstruction.
Locations:
1. Division Avenue from Berry Street to Bedford Avenue
2. Juliana Place from Clymer Street to Morton Street
3. Maujer Street from Union Avenue to Lorimer Street
4. Warren Street from Bond Street to Nevins Street
5. Hancock Street from Marcy Avenue to Tompkins Avenue
6. Bushwick Avenue from Woodbine Street to Madison Street
7. Hill Street from Crescent Street to Autumn Avenue
8. 7th Avenue from 14th Street to 15th Street
9. Bergen Street from Troy Avenue to Schenectady Avenue
10. Union Street from Troy Avenue to Schenectady Avenue
11. 9th Avenue from 63rd Street to 64th Street
12. 20th Avenue from 86th Street to Benson Avenue
13. Bay Parkway from Cropsey Avenue to Bath Avenue
14. 16th Avenue from 46th Street to 47th Street
15. New York Avenue from Glenwood Road to Avenue
16. East 80th Street from Foster Avenue to Glenwood Road",Trench Restoration in The Borough Of Brooklyn including Full Street Reconstruction,Brooklyn,,Transportation,Pre-Preliminary Design,Street Reconstruction,Critical,Requirements TO,Requirements TO,PIMS,FALSE,,2018,2021,,DDC
HWTRQX1,HWTRQX1,Y,Infrastructure,BRONX & N. QUEENS,TRENCH RESTORATION QUEENS & THE BRONX,"TRENCH RESTORATION, QUEENS & THE BRONX.  INCLUDES RESTORATION OF TRENCHES, ROADWAY RECONSTRUCTION, REPLACE CURBS AND ADJACENT SIDEWALK FLAGS WHERE CONDITION IS POOR, INSTALL ACCESSIBLE PEDESTRIAN SYSTEMS AT SIGNALIZED INTERSECTIONS, ETC.","TRENCH RESTORATION, QUEENS & THE BRONX.  INCLUDES RESTORATION OF TRENCHES, ROADWAY RECONSTRUCTION, REPLACE CURBS AND ADJACENT SIDEWALK FLAGS WHERE CONDITION IS POOR, INSTALL ACCESSIBLE PEDESTRIAN SYSTEMS AT SIGNALIZED INTERSECTIONS, ETC.",Bronx,,Transportation,Pre-Design/PrgDevelopment,Street Reconstruction,Critical,,,PIMS,FALSE,,2018,2021,,DDC
HWTRR1,HWTRR1,Y,Infrastructure,STATEN ISLAND,Trench Restoration - Staten Island,"This project has been initiated to bring three identified utility trenches in SI to a state of good repair. These sites, pulled from a master list, were prioritized with attention to ratings data, field observations, and community needs. The sites are split into scoping categories; full street reconstruction, and trench restoration with resurfacing. Projects will upgrade pedestrian facilities to ADA compliancy, and address adjacent capital assets in poor condition (curbs, sidewalks, and others as needed).",,Staten Is.,,Transportation,Pre-Design/PrgDevelopment,Street Reconstruction,Standard,In-House/Consultant,,PIMS,FALSE,,2018,2021,,DDC
HWX100SBS,HWX100SBS,Y,Infrastructure,BRONX & N. QUEENS,"WEBSTER AVE SELECT BUS SERVICE, BRONX","WEBSTER AVE SELECT BUS SERVICE, BRONX","WEBSTER AVE SELECT BUS SERVICE, BRONX",Bronx,,Transportation,Construction 25-50%,Street Reconstruction,Critical,,,PIMS,FALSE,,2014,2015,,DDC
HWX1048,HWX1048,Y,Infrastructure,BRONX & N. QUEENS,SOUTH BRONX GREENWAY,"CONSTRUCTION OF PROTECTED BIKE PATH ALONG BRUCKNER BLVD BETWEEN HUNTS POINT AVE & TIFFANY ST, TO ENHANCE SAFETY & CREATE NEW RECREATION AND NON-MOTORIZED TRANSPORTATION FACILITES IN THE SOUTH BRONX.","CONSTRUCTION OF PROTECTED BIKE PATH ALONG BRUCKNER BLVD BETWEEN HUNTS POINT AVE & TIFFANY ST, TO ENHANCE SAFETY & CREATE NEW RECREATION AND NON-MOTORIZED TRANSPORTATION FACILITES IN THE SOUTH BRONX.",Bronx,,Transportation,,Street Reconstruction,Critical,,,PIMS,FALSE,,,,,DDC
HWXFPLZA,HWXFPLZA,Y,Infrastructure,BRONX & N. QUEENS,FORDHAM PLAZA PHASE A,"Fordham Plaza Phase A

Between Park Ave to the West
3rd Ave to the East
East Fordham Road to the North
East 189th Street to the South",Fordham Plaza Phase A,Bronx,,Transportation,Substantial Completion,Other,Standard,Requirements TO,Standard Consultant,PIMS,FALSE,,2011,2014,,DDC
HWXP093B,HWXP093B,Y,Infrastructure,BRONX & N. QUEENS,RECON OF BOLLER AVE,"Boller Avenue from approximately 50 feet south of Crawford Avenue/Marolla Place to approximately 100 feet south of Needham Avenue.

Needham Avenue from approximately east building line of Palmer Avenue to approximately 100 feet east of Boller Avenue.",Reconstruction of Boller Avenue.,Bronx,,Transportation,Substantial Completion,Street Reconstruction,Standard,In-House/Consultant,Requirements TO,PIMS,FALSE,,2011,2014,,DDC
HWXP2007,HWXP2007,Y,Infrastructure,BRONX & N. QUEENS,RECONSTRUCTION OF E 177 STREET/DEVOE AVENUE,"Road Reconstruction, Water Main and Combined Sewer Work

E 177th Street from Devoe Ave to Bronx Park Ave 

East Tremont Ave from Bronx Park Ave to Boston Rd

Devoe Ave from E 177th Street to East Tremont Ave","Road Reconstruction, Water Main and Combined Sewer Work

E 177th Street from Devoe Ave to Bronx Park Ave 

East Tremont Ave from Bronx Park Ave to Boston Rd

Devoe Ave from E 177th Street to East Tremont Ave",Bronx,,Transportation,Final Design,Street Reconstruction,Standard,Requirements TO,Requirements TO,PIMS,FALSE,,2008,2015,,DDC
HWX421AW,HWX421AW,Y,Infrastructure,BRONX & N. QUEENS,RECONSTRUCTION 0F THROGS NECK PENNYFIELD AREA,"Full reconstruction of the Throgs Neck Pennyfield Area streets which are located south of the Throgs Neck Expressway, southeast of Hammond Cove Bay and west of the East Tremont Ave.
Project Limits:
-Prentiss from Harding Ave to Mullen Pl
-Pennyfield Ave from East 177 St to Maritime College
-Meagher Ave from East 177 St to Schurz Ave
-Kearney Ave from Lawton Ave to Schurz Ave
-Throgs Neck Blvd from East 177 St to Schurz Ave
-Hollywood Ave from East 177 St to Dead End
-Logan Ave from East 177 St to Lawton Ave
-Sampson Ave from East Tremont Aveto Logan Ave
-Gerber Pl from East Tremont Ave to Logan Ave
-Miles Ave from East Tremont Ave to East 177 St
-Lawton Ave from East Tremont Ave to Throgs Neck Blvd
-Lawton Ave Meagher Ave to Pennyfield/E177 St
-Milton Pl from East Tremont Ave to Throgs Neck Blvd
-Harding Ave from East Tremont Ave to East 177 St
-Silver Beach Pl/ Monsignor Halpin from East Tremont Ave to Throgs Neck Blvd
-Schurz Ave from East Tremont Ave to Pennyfield Ave
-Mullen Pl from Pennyfield Ave to Dead End
-Chaffee Ave from Pennyfield Ave to Dead End
-Hatting Pl from Pennyfield Ave to Dead End
-Glennon Pl from Pennyfield Ave to Dead End
-Geigerich Pl from Pennyfield Ave to Dead End
-Mitchell Pl from Pennyfield Ave to Dead End
-Fearn Pl from Pennyfield Ave to Dead End
-Dare Pl from Pennyfield Ave to Dead End
-Casler Pl from Pennyfield Ave to Dead End
-Bevy Pl from Pennyfield Ave to Dead End","Full reconstruction of the Throgs Neck Pennyfield Area streets which are located south of the Throgs Neck Expressway, southeast of Hammond Cove Bay and west of the East Tremont Ave.",Bronx,,Transportation,On-Hold,Street Reconstruction,Standard,Standard Consultant,Standard Consultant,PIMS,FALSE,,,2024,,DDC
HWX710A,HWX710A,Y,Infrastructure,BRONX & N. QUEENS,PELHAM PKWY - Phase 2,"Pelham Pkwy main road  W/B from Bronx River Pkwy to Hutchinson River Pkwy

Pelham Pkwy North Service Rd. (S/R) from Bronx Park East to Eastchester Rd.

Stillwell Ave from westbound mainline to north service road","Pelham Pkwy main road  W/B from Bronx River Pkwy to Hutchinson River Pkwy

Pelham Pkwy North Service Rd. (S/R) from Bronx Park East to Eastchester Rd.

Stillwell Ave from westbound mainline to north service road",Bronx,,Transportation,Construction 0-25%,Street Reconstruction,Standard,Standard Consultant,Standard Consultant,PIMS,FALSE,,,,,DDC
HWXF2000A,HWXF2000,Y,Public Buildings,Transportation,"Williamsbridge Rd., Bronx",Roof replacement.  Repointing of entire brick façade and limestone bands.  Reseal all coping stones at parapet walls and fill in basement windows with glass blocks.,"Complete facade restoration and window replacement.
",,,Transportation,Acceptance/Final Completion,Renovation,Standard,Requirements TO,DDC Managed,PIMS,FALSE,,,,,DDC
HWXF2000B,HWXF2000B,Y,Public Buildings,TRANSPORTATION,"1400 Williamsbridge Rd, BX.HVAC Replacement","Replace existing mechanical systems with new systems and a BMS, replacement of the windows (1st & 2nd fl) and upgrade the existing fire alarm system.","Replace existing mechanical systems with new systems and a BMS, replacement of the windows (1st & 2nd fl) ad upgrade the existing fire alarm system.",Bronx,,,Design Development,Upgrade,Standard,Requirement Contract,Standard Consultant,PIMS,FALSE,,,,,DDC
HWXF2144W,HWXF2144W,Y,Public Buildings,TRANSPORTATION,"4409 Park Ave, BX.HVAC Replacement","To remove and replace the two RoofTop Units and re-connect to existing
ductwork and restore the system management capabilities. Also add the ability to
remotely access the system and program schedules.","To remove and replace the two RoofTop Units and re-connect to existing
ductwork and restore the system management capabilities. Also add the ability to 
remotely access the system and program schedules.",Unknown,,Transportation,Construction Procurement,Renovation,Standard,In-House,JOCS,PIMS,TRUE,,,,,DDC
